cust_id,date_of_complaint,issue_type,feedback_text,priority_level,days_to_resolve,is_escalated,is_resolved
C00485,2023-02-14,Outage,Nothing special to report. Service has been average.,2,1,0,1
C00486,2024-10-14,Service Quality,Billing errors again! Third month in a row. Completely incompetent.,3,5,1,1
C00486,2023-08-17,Account Management,My outage has been going on for 5 days and no one cares. Disgusting.,3,22,1,0
C00486,2022-07-08,Service Quality,Billing seems correct this month. Last month there was a small issue.,5,14,0,0
C00486,2022-09-09,Account Management,I am done. Switching to a competitor as soon as possible. Nightmare.,5,22,0,0
C00487,2023-08-19,Technical,"Very happy with the service, everything works great.",2,7,0,1
C00488,2022-06-03,Account Management,Service is generally okay. Had a minor billing discrepancy last month.,1,7,0,1
C00488,2024-05-24,Outage,Service interruption was brief. Would like better communication next time.,3,1,0,1
C00490,2024-01-04,Outage,The technician never showed up. I took a day off work for nothing.,4,23,1,1
C00490,2024-05-06,Meter Reading,I am absolutely furious — my bill doubled for no reason and no one can explain it.,5,27,0,1
C00490,2024-03-27,Meter Reading,I am absolutely furious — my bill doubled for no reason and no one can explain it.,3,10,0,0
C00490,2024-02-06,Billing,Billing errors again! Third month in a row. Completely incompetent.,5,10,0,0
C00490,2024-03-11,Outage,No major problems but the website is a bit slow.,3,19,0,0
C00490,2024-02-03,Meter Reading,The outage was resolved. It would have been nice to get a notification.,5,27,0,1
C00491,2024-09-01,Meter Reading,Billing errors again! Third month in a row. Completely incompetent.,5,23,0,0
C00491,2022-09-06,Service Quality,My service was cut off without warning. I demand an explanation.,5,29,0,0
C00491,2024-09-12,Service Quality,I am done. Switching to a competitor as soon as possible. Nightmare.,3,25,0,1
C00491,2024-03-01,Account Management,"Terrible service, waited 3 weeks for someone to show up. Completely unacceptable.",3,28,0,0
C00492,2022-03-15,Meter Reading,The support team was extremely helpful and resolved my issue quickly.,1,4,0,1
C00493,2024-03-28,Meter Reading,The support team was extremely helpful and resolved my issue quickly.,2,5,0,1
C00493,2023-07-23,Meter Reading,Service is generally okay. Had a minor billing discrepancy last month.,3,0,0,1
C00495,2022-08-14,Meter Reading,Technician arrived on time but the fix took longer than expected.,3,6,0,1
C00496,2024-05-03,Meter Reading,Service is generally okay. Had a minor billing discrepancy last month.,1,7,0,1
C00497,2022-05-08,Meter Reading,The new meter reading service is fantastic.,1,0,1,1
C00497,2024-08-14,Billing,"Great experience, the technician was professional and efficient.",1,1,0,1
C00499,2023-02-03,Service Quality,"Quick and helpful customer service, thank you!",1,4,0,1
C00500,2022-08-25,Outage,Account change was processed but took a few extra days.,3,8,0,1
C00500,2024-11-05,Account Management,Technician arrived on time but the fix took longer than expected.,3,27,1,0
C00500,2024-01-08,Billing,Billing errors again! Third month in a row. Completely incompetent.,4,26,0,1
C00500,2024-02-27,Account Management,This is the worst experience I have ever had. Planning to switch provider immediately.,5,27,1,1
C00502,2023-03-04,Service Quality,"Outstanding service quality, no issues whatsoever.",3,6,0,1
C00503,2023-10-01,Meter Reading,My service was cut off without warning. I demand an explanation.,3,5,0,1
C00503,2023-09-12,Billing,The technician never showed up. I took a day off work for nothing.,3,20,0,0
C00503,2024-08-20,Meter Reading,The technician never showed up. I took a day off work for nothing.,4,5,1,1
C00504,2024-11-16,Billing,My billing issue was resolved within hours. Highly recommend.,3,6,0,1
C00504,2024-07-12,Outage,"Outstanding service quality, no issues whatsoever.",3,3,0,1
C00505,2024-05-12,Billing,The outage was resolved. It would have been nice to get a notification.,1,4,0,1
C00506,2024-05-05,Service Quality,My outage has been going on for 5 days and no one cares. Disgusting.,3,12,1,0
C00506,2023-12-24,Technical,The technician never showed up. I took a day off work for nothing.,3,24,1,1
C00506,2023-01-14,Technical,Billing seems correct this month. Last month there was a small issue.,3,14,1,1
C00506,2023-09-14,Account Management,I am done. Switching to a competitor as soon as possible. Nightmare.,5,21,0,1
C00510,2024-05-14,Meter Reading,The support person was polite but couldn't fully resolve my issue.,3,19,1,0
C00510,2023-06-11,Account Management,Account change was processed but took a few extra days.,4,9,1,1
C00510,2023-12-27,Meter Reading,My outage has been going on for 5 days and no one cares. Disgusting.,4,26,1,0
C00511,2024-12-11,Account Management,"Love the online portal, makes managing my account super easy.",1,1,0,1
C00511,2022-06-25,Technical,No major problems but the website is a bit slow.,2,7,0,1
C00512,2022-06-27,Technical,"Great experience, the technician was professional and efficient.",2,4,0,0
C00512,2022-01-12,Service Quality,My outage has been going on for 5 days and no one cares. Disgusting.,2,1,0,1
C00513,2024-09-24,Billing,This is the worst experience I have ever had. Planning to switch provider immediately.,1,5,0,1
C00514,2023-11-04,Meter Reading,I am absolutely furious — my bill doubled for no reason and no one can explain it.,5,13,0,1
C00514,2022-11-09,Billing,No major problems but the website is a bit slow.,3,9,0,0
C00514,2023-12-08,Meter Reading,This is the worst experience I have ever had. Planning to switch provider immediately.,4,11,1,1
C00515,2024-01-05,Billing,"Love the online portal, makes managing my account super easy.",2,7,0,1
C00516,2024-11-14,Service Quality,The support person was polite but couldn't fully resolve my issue.,1,3,0,1
C00516,2023-12-02,Account Management,"Great experience, the technician was professional and efficient.",2,2,0,1
C00517,2024-08-27,Technical,"Great experience, the technician was professional and efficient.",2,6,0,1
C00517,2022-11-21,Technical,I have called 7 times and nobody fixes the problem. I want to cancel my account.,2,4,0,1
C00518,2024-12-27,Service Quality,Service interruption was brief. Would like better communication next time.,3,6,0,1
C00518,2023-12-01,Technical,"Great experience, the technician was professional and efficient.",2,1,0,1
C00519,2023-05-12,Billing,Billing errors again! Third month in a row. Completely incompetent.,2,7,0,1
C00520,2024-11-05,Outage,Technician arrived on time but the fix took longer than expected.,2,4,0,1
C00520,2023-02-01,Outage,The support team was extremely helpful and resolved my issue quickly.,3,2,0,1
C00523,2023-03-26,Outage,"Very happy with the service, everything works great.",2,6,0,0
C00524,2023-04-03,Outage,"Great experience, the technician was professional and efficient.",2,4,0,1
C00524,2024-10-03,Outage,"Very happy with the service, everything works great.",3,0,1,1
C00526,2024-06-12,Outage,The new meter reading service is fantastic.,1,6,0,1
C00526,2022-07-28,Technical,Nothing special to report. Service has been average.,2,7,0,1
C00527,2022-07-01,Meter Reading,Service interruption was brief. Would like better communication next time.,3,4,0,1
C00527,2022-01-26,Billing,The support team was extremely helpful and resolved my issue quickly.,1,1,0,1
C00528,2024-09-15,Meter Reading,This is the worst experience I have ever had. Planning to switch provider immediately.,3,9,1,0
C00528,2024-01-07,Account Management,I am done. Switching to a competitor as soon as possible. Nightmare.,5,26,0,0
C00528,2024-02-06,Billing,Unresponsive support and endless hold times. Absolutely awful.,5,20,0,1
C00528,2024-02-08,Technical,This is the worst experience I have ever had. Planning to switch provider immediately.,3,15,1,1
C00528,2024-07-14,Outage,"Terrible service, waited 3 weeks for someone to show up. Completely unacceptable.",3,11,0,1
C00528,2024-10-19,Service Quality,I am done. Switching to a competitor as soon as possible. Nightmare.,4,19,1,0
C00530,2023-02-17,Outage,Billing errors again! Third month in a row. Completely incompetent.,4,26,0,0
C00530,2024-03-05,Technical,Nothing special to report. Service has been average.,4,19,0,1
C00530,2023-04-05,Meter Reading,"Terrible service, waited 3 weeks for someone to show up. Completely unacceptable.",5,27,1,0
C00530,2023-10-24,Outage,Billing errors again! Third month in a row. Completely incompetent.,4,29,0,1
C00531,2023-07-26,Meter Reading,My billing issue was resolved within hours. Highly recommend.,2,4,1,1
C00533,2023-05-05,Outage,"Terrible service, waited 3 weeks for someone to show up. Completely unacceptable.",2,6,0,0
C00533,2024-10-23,Billing,The outage was resolved. It would have been nice to get a notification.,3,5,0,1
C00534,2022-07-21,Outage,"Quick and helpful customer service, thank you!",1,4,0,1
C00534,2024-05-16,Billing,"Quick and helpful customer service, thank you!",1,6,0,1
C00535,2024-03-20,Service Quality,"Love the online portal, makes managing my account super easy.",3,3,1,1
C00535,2023-08-24,Billing,My billing issue was resolved within hours. Highly recommend.,2,7,0,1
C00537,2024-05-25,Account Management,The technician never showed up. I took a day off work for nothing.,3,7,0,0
C00537,2023-03-19,Technical,I have called 7 times and nobody fixes the problem. I want to cancel my account.,3,10,0,0
C00537,2023-12-13,Account Management,"Terrible service, waited 3 weeks for someone to show up. Completely unacceptable.",5,29,1,0
C00537,2024-08-01,Outage,The technician never showed up. I took a day off work for nothing.,5,7,0,0
C00537,2024-01-06,Service Quality,The outage was resolved. It would have been nice to get a notification.,3,18,0,1
C00537,2023-08-24,Billing,Billing errors again! Third month in a row. Completely incompetent.,4,12,0,1
C00540,2024-09-22,Technical,This is the worst experience I have ever had. Planning to switch provider immediately.,1,2,0,1
C00541,2022-10-18,Meter Reading,"Excellent response time, I am very satisfied.",2,4,0,1
C00542,2023-04-01,Technical,"Very happy with the service, everything works great.",1,4,0,1
C00543,2024-01-18,Technical,Had to follow up twice to get my meter reading corrected.,2,7,1,1
C00543,2022-11-22,Account Management,"Excellent response time, I am very satisfied.",2,0,0,0
C00544,2023-10-12,Billing,The new meter reading service is fantastic.,3,0,0,1
C00545,2022-07-13,Meter Reading,"Very happy with the service, everything works great.",3,2,0,1
C00545,2024-05-14,Account Management,"Great experience, the technician was professional and efficient.",3,5,0,1
C00546,2022-06-18,Service Quality,My billing issue was resolved within hours. Highly recommend.,3,3,0,1
C00547,2024-12-09,Outage,"Outstanding service quality, no issues whatsoever.",1,0,0,1
C00547,2023-02-21,Outage,"Excellent response time, I am very satisfied.",2,3,1,1
C00548,2023-08-09,Technical,This is the worst experience I have ever had. Planning to switch provider immediately.,3,5,0,0
C00548,2024-02-08,Technical,Very pleased with the resolution. Great team.,2,3,0,1
C00550,2024-07-06,Service Quality,This is the worst experience I have ever had. Planning to switch provider immediately.,5,25,0,1
C00550,2024-06-14,Technical,"Terrible service, waited 3 weeks for someone to show up. Completely unacceptable.",5,20,1,0
C00550,2023-05-06,Outage,The outage was resolved. It would have been nice to get a notification.,4,27,0,1
C00550,2023-08-09,Service Quality,My outage has been going on for 5 days and no one cares. Disgusting.,3,13,0,0
C00550,2022-11-05,Account Management,The technician never showed up. I took a day off work for nothing.,4,29,0,0
C00551,2023-01-28,Service Quality,Billing errors again! Third month in a row. Completely incompetent.,3,1,0,1
C00551,2023-11-21,Service Quality,No major problems but the website is a bit slow.,1,7,0,1
C00552,2024-05-02,Billing,"Very happy with the service, everything works great.",1,2,1,1
C00553,2023-05-14,Billing,"Love the online portal, makes managing my account super easy.",3,4,0,1
C00553,2023-01-13,Billing,The new meter reading service is fantastic.,2,1,0,1
C00554,2022-03-03,Outage,This is the worst experience I have ever had. Planning to switch provider immediately.,5,6,1,0
C00554,2022-12-09,Meter Reading,I am absolutely furious — my bill doubled for no reason and no one can explain it.,4,10,0,0
C00554,2024-11-01,Meter Reading,The technician never showed up. I took a day off work for nothing.,3,25,0,0
C00554,2024-08-05,Technical,Unresponsive support and endless hold times. Absolutely awful.,3,17,0,1
C00558,2024-03-21,Billing,"Excellent response time, I am very satisfied.",2,3,0,1
C00558,2022-07-16,Service Quality,I am absolutely furious — my bill doubled for no reason and no one can explain it.,2,5,1,1
C00561,2023-09-01,Billing,Nothing special to report. Service has been average.,3,29,0,0
C00561,2024-08-25,Billing,The technician never showed up. I took a day off work for nothing.,4,28,0,1
C00561,2023-09-19,Outage,"Terrible service, waited 3 weeks for someone to show up. Completely unacceptable.",3,25,1,1
C00561,2024-11-02,Outage,My service was cut off without warning. I demand an explanation.,5,8,0,0
C00561,2023-04-23,Outage,Unresponsive support and endless hold times. Absolutely awful.,3,10,1,0
C00561,2023-09-08,Meter Reading,This is the worst experience I have ever had. Planning to switch provider immediately.,5,11,0,0
C00562,2022-11-22,Service Quality,I am absolutely furious — my bill doubled for no reason and no one can explain it.,3,16,0,0
C00562,2022-02-26,Outage,My service was cut off without warning. I demand an explanation.,3,11,0,1
C00562,2024-09-08,Technical,I have called 7 times and nobody fixes the problem. I want to cancel my account.,5,16,1,1
C00563,2023-01-20,Account Management,"Love the online portal, makes managing my account super easy.",2,4,0,1
C00563,2022-02-06,Service Quality,Very pleased with the resolution. Great team.,3,2,0,1
C00564,2024-07-02,Account Management,"Outstanding service quality, no issues whatsoever.",1,7,0,1
C00565,2022-01-18,Outage,Service is generally okay. Had a minor billing discrepancy last month.,4,9,0,0
C00565,2024-08-12,Account Management,Account change was processed but took a few extra days.,5,12,1,1
C00565,2022-05-25,Technical,I am done. Switching to a competitor as soon as possible. Nightmare.,3,12,0,0
C00567,2024-08-23,Technical,Technician arrived on time but the fix took longer than expected.,3,16,1,0
C00567,2024-06-19,Technical,Unresponsive support and endless hold times. Absolutely awful.,5,13,1,0
C00567,2023-04-06,Technical,This is the worst experience I have ever had. Planning to switch provider immediately.,3,27,0,1
C00567,2023-12-26,Account Management,"Terrible service, waited 3 weeks for someone to show up. Completely unacceptable.",5,24,1,1
C00567,2022-01-04,Account Management,Service is generally okay. Had a minor billing discrepancy last month.,4,7,1,0
C00569,2024-02-26,Service Quality,"Quick and helpful customer service, thank you!",1,6,0,1
C00570,2022-10-02,Billing,I am done. Switching to a competitor as soon as possible. Nightmare.,3,15,0,0
C00570,2022-07-18,Technical,Nothing special to report. Service has been average.,4,18,1,1
C00570,2023-04-27,Technical,I have called 7 times and nobody fixes the problem. I want to cancel my account.,5,15,0,1
C00570,2022-07-05,Service Quality,Billing seems correct this month. Last month there was a small issue.,5,28,1,1
C00570,2024-07-14,Account Management,My service was cut off without warning. I demand an explanation.,3,9,1,1
C00571,2023-03-12,Meter Reading,"Outstanding service quality, no issues whatsoever.",1,4,0,1
C00571,2022-03-21,Meter Reading,Very pleased with the resolution. Great team.,3,6,0,1
C00572,2022-11-12,Technical,My billing issue was resolved within hours. Highly recommend.,1,3,0,1
C00572,2022-09-03,Outage,"Love the online portal, makes managing my account super easy.",1,5,0,1
C00573,2024-01-07,Account Management,Billing errors again! Third month in a row. Completely incompetent.,3,17,0,1
C00573,2024-08-24,Meter Reading,This is the worst experience I have ever had. Planning to switch provider immediately.,3,11,1,0
C00573,2024-08-08,Account Management,I am absolutely furious — my bill doubled for no reason and no one can explain it.,5,8,0,1
C00573,2024-02-09,Account Management,The technician never showed up. I took a day off work for nothing.,3,18,0,0
C00574,2024-08-20,Technical,I am absolutely furious — my bill doubled for no reason and no one can explain it.,5,5,0,0
C00574,2023-09-09,Billing,This is the worst experience I have ever had. Planning to switch provider immediately.,3,15,0,1
C00574,2022-10-25,Account Management,Technician arrived on time but the fix took longer than expected.,4,14,1,0
C00574,2022-06-21,Technical,The outage was resolved. It would have been nice to get a notification.,4,24,0,1
C00574,2023-11-02,Outage,This is the worst experience I have ever had. Planning to switch provider immediately.,4,12,0,1
C00576,2024-05-20,Billing,Billing errors again! Third month in a row. Completely incompetent.,1,4,0,1
C00576,2023-09-05,Outage,"Outstanding service quality, no issues whatsoever.",1,1,1,0
C00577,2023-10-18,Service Quality,My service was cut off without warning. I demand an explanation.,3,7,0,0
C00578,2024-02-10,Account Management,"Great experience, the technician was professional and efficient.",2,7,0,1
C00580,2022-07-28,Outage,"Outstanding service quality, no issues whatsoever.",1,6,0,1
C00580,2023-09-24,Technical,My service was cut off without warning. I demand an explanation.,3,5,0,1
C00582,2023-04-14,Meter Reading,The new meter reading service is fantastic.,2,4,0,1
C00582,2024-05-14,Meter Reading,Billing seems correct this month. Last month there was a small issue.,2,6,0,1
C00583,2022-10-19,Billing,Account change was processed but took a few extra days.,2,5,1,0
C00583,2024-11-02,Account Management,My billing issue was resolved within hours. Highly recommend.,3,6,1,1
C00584,2023-10-03,Service Quality,Very pleased with the resolution. Great team.,1,3,1,1
C00584,2023-04-05,Technical,The support person was polite but couldn't fully resolve my issue.,1,2,0,0
C00585,2023-10-21,Service Quality,I have called 7 times and nobody fixes the problem. I want to cancel my account.,3,9,0,0
C00585,2024-12-19,Meter Reading,Account change was processed but took a few extra days.,4,24,1,1
C00585,2024-01-15,Account Management,My service was cut off without warning. I demand an explanation.,4,24,1,1
C00585,2024-12-26,Account Management,Service is generally okay. Had a minor billing discrepancy last month.,5,7,1,0
C00585,2023-12-16,Meter Reading,Billing errors again! Third month in a row. Completely incompetent.,3,5,1,0
C00585,2024-06-02,Billing,I have called 7 times and nobody fixes the problem. I want to cancel my account.,3,7,0,1
C00586,2023-03-06,Outage,The support person was polite but couldn't fully resolve my issue.,3,6,0,1
C00587,2024-06-08,Meter Reading,I am absolutely furious — my bill doubled for no reason and no one can explain it.,3,18,1,0
C00587,2024-02-01,Billing,Technician arrived on time but the fix took longer than expected.,5,18,0,0
C00587,2024-08-04,Outage,Nothing special to report. Service has been average.,4,20,0,1
C00587,2024-09-22,Billing,"Terrible service, waited 3 weeks for someone to show up. Completely unacceptable.",3,19,1,1
C00587,2024-02-04,Account Management,Had to follow up twice to get my meter reading corrected.,4,10,0,0
C00587,2024-06-12,Technical,I have called 7 times and nobody fixes the problem. I want to cancel my account.,3,6,1,0
C00588,2024-03-14,Service Quality,"Love the online portal, makes managing my account super easy.",1,7,0,1
C00588,2024-11-17,Outage,The new meter reading service is fantastic.,2,5,0,1
C00589,2024-01-25,Billing,Very pleased with the resolution. Great team.,1,0,0,1
C00589,2024-06-14,Technical,Very pleased with the resolution. Great team.,1,2,1,1
C00590,2024-03-22,Meter Reading,"Quick and helpful customer service, thank you!",3,0,0,1
C00591,2022-10-21,Technical,My outage has been going on for 5 days and no one cares. Disgusting.,3,21,1,1
C00591,2023-12-20,Billing,My outage has been going on for 5 days and no one cares. Disgusting.,3,8,0,1
C00591,2024-01-14,Account Management,Nothing special to report. Service has been average.,3,29,1,0
C00592,2024-03-26,Meter Reading,"Love the online portal, makes managing my account super easy.",1,0,0,1
C00593,2024-02-17,Technical,No major problems but the website is a bit slow.,3,0,0,1
C00594,2023-08-24,Meter Reading,I am done. Switching to a competitor as soon as possible. Nightmare.,1,0,0,1
C00595,2022-01-23,Billing,Very pleased with the resolution. Great team.,2,6,0,1
C00596,2022-01-18,Service Quality,Had to follow up twice to get my meter reading corrected.,2,0,0,1
C00597,2022-05-23,Technical,Very pleased with the resolution. Great team.,3,7,0,1
C00600,2023-03-20,Technical,Had to follow up twice to get my meter reading corrected.,2,5,0,1
C00602,2024-02-05,Technical,"Love the online portal, makes managing my account super easy.",3,4,0,1
C00602,2022-11-11,Account Management,Service is generally okay. Had a minor billing discrepancy last month.,2,4,0,1
C00603,2023-01-07,Account Management,This is the worst experience I have ever had. Planning to switch provider immediately.,4,16,1,1
C00603,2024-05-22,Technical,No major problems but the website is a bit slow.,3,15,0,1
C00603,2024-02-21,Meter Reading,Technician arrived on time but the fix took longer than expected.,4,12,0,0
C00603,2024-05-24,Outage,I am done. Switching to a competitor as soon as possible. Nightmare.,4,17,1,1
C00603,2023-07-19,Service Quality,My outage has been going on for 5 days and no one cares. Disgusting.,5,26,0,0
C00603,2023-11-05,Outage,I am absolutely furious — my bill doubled for no reason and no one can explain it.,3,7,1,0
C00604,2024-06-02,Outage,Billing seems correct this month. Last month there was a small issue.,1,6,0,1
C00605,2024-10-28,Outage,Very pleased with the resolution. Great team.,3,7,0,1
C00606,2024-08-12,Outage,Account change was processed but took a few extra days.,3,7,0,1
C00606,2024-12-06,Technical,The support person was polite but couldn't fully resolve my issue.,2,3,0,1
C00608,2024-03-16,Billing,I have called 7 times and nobody fixes the problem. I want to cancel my account.,4,7,1,1
C00608,2022-09-09,Service Quality,"Terrible service, waited 3 weeks for someone to show up. Completely unacceptable.",3,6,0,0
C00608,2023-09-05,Account Management,Unresponsive support and endless hold times. Absolutely awful.,4,11,0,0
C00608,2024-04-12,Technical,I have called 7 times and nobody fixes the problem. I want to cancel my account.,5,22,0,0
C00608,2022-09-22,Meter Reading,No major problems but the website is a bit slow.,5,29,0,0
C00609,2023-03-27,Billing,"Terrible service, waited 3 weeks for someone to show up. Completely unacceptable.",5,12,1,0
C00609,2023-11-20,Technical,The technician never showed up. I took a day off work for nothing.,4,24,0,0
C00609,2024-08-24,Outage,Technician arrived on time but the fix took longer than expected.,3,26,0,0
C00609,2023-04-04,Technical,This is the worst experience I have ever had. Planning to switch provider immediately.,3,6,1,1
C00609,2022-05-27,Technical,The technician never showed up. I took a day off work for nothing.,5,13,0,0
C00610,2024-05-03,Outage,Service interruption was brief. Would like better communication next time.,3,7,0,1
C00610,2024-03-24,Technical,"Outstanding service quality, no issues whatsoever.",1,7,0,1
C00611,2022-01-16,Service Quality,Nothing special to report. Service has been average.,3,12,0,1
C00611,2024-03-19,Technical,"Terrible service, waited 3 weeks for someone to show up. Completely unacceptable.",4,9,1,0
C00611,2022-07-24,Technical,I have called 7 times and nobody fixes the problem. I want to cancel my account.,5,15,0,1
C00613,2024-10-21,Billing,The technician never showed up. I took a day off work for nothing.,3,27,0,0
C00613,2023-12-27,Account Management,I am done. Switching to a competitor as soon as possible. Nightmare.,4,5,0,0
C00613,2023-06-03,Technical,This is the worst experience I have ever had. Planning to switch provider immediately.,4,25,1,1
C00613,2024-11-06,Technical,My service was cut off without warning. I demand an explanation.,4,13,0,0
C00613,2023-08-06,Service Quality,Billing seems correct this month. Last month there was a small issue.,3,23,0,0
C00613,2023-01-02,Account Management,I am absolutely furious — my bill doubled for no reason and no one can explain it.,4,18,0,0
C00615,2023-12-25,Meter Reading,The support team was extremely helpful and resolved my issue quickly.,2,6,0,1
C00615,2024-10-13,Meter Reading,My billing issue was resolved within hours. Highly recommend.,1,7,0,1
C00616,2022-02-24,Account Management,The support team was extremely helpful and resolved my issue quickly.,2,4,0,1
C00617,2022-10-13,Outage,"Outstanding service quality, no issues whatsoever.",2,5,0,1
C00617,2022-05-20,Account Management,"Great experience, the technician was professional and efficient.",3,4,0,1
C00618,2024-04-23,Service Quality,The new meter reading service is fantastic.,1,4,0,1
C00619,2024-02-04,Meter Reading,Service is generally okay. Had a minor billing discrepancy last month.,5,25,1,1
C00619,2024-05-27,Outage,No major problems but the website is a bit slow.,4,20,0,1
C00619,2024-10-20,Billing,This is the worst experience I have ever had. Planning to switch provider immediately.,4,28,0,1
C00620,2022-02-19,Service Quality,"Love the online portal, makes managing my account super easy.",1,5,0,1
C00621,2023-04-17,Outage,"Very happy with the service, everything works great.",2,7,0,1
C00623,2023-01-01,Billing,I have called 7 times and nobody fixes the problem. I want to cancel my account.,4,16,1,1
C00623,2024-02-08,Outage,My service was cut off without warning. I demand an explanation.,4,24,0,0
C00623,2024-07-14,Technical,I am done. Switching to a competitor as soon as possible. Nightmare.,3,14,1,1
C00623,2024-02-07,Service Quality,My service was cut off without warning. I demand an explanation.,3,7,1,1
C00623,2024-01-23,Meter Reading,Nothing special to report. Service has been average.,5,17,1,1
C00624,2022-11-06,Billing,Service is generally okay. Had a minor billing discrepancy last month.,2,0,1,1
C00625,2024-03-19,Meter Reading,I am done. Switching to a competitor as soon as possible. Nightmare.,1,2,0,1
C00625,2024-08-05,Technical,"Love the online portal, makes managing my account super easy.",3,1,1,1
C00626,2023-09-14,Account Management,The new meter reading service is fantastic.,2,7,0,1
C00626,2023-05-04,Outage,Service interruption was brief. Would like better communication next time.,1,5,0,1
C00627,2023-03-16,Account Management,"Very happy with the service, everything works great.",1,5,0,0
C00627,2023-12-21,Service Quality,The support team was extremely helpful and resolved my issue quickly.,2,7,0,1
C00628,2022-10-02,Service Quality,Billing seems correct this month. Last month there was a small issue.,1,1,0,1
C00628,2023-02-07,Service Quality,Had to follow up twice to get my meter reading corrected.,3,5,0,1
C00629,2024-03-24,Account Management,"Quick and helpful customer service, thank you!",3,3,0,1
C00630,2023-07-15,Service Quality,My billing issue was resolved within hours. Highly recommend.,2,3,0,1
C00631,2023-04-16,Billing,The support team was extremely helpful and resolved my issue quickly.,1,2,0,0
C00633,2024-04-13,Account Management,"Terrible service, waited 3 weeks for someone to show up. Completely unacceptable.",5,8,0,0
C00633,2022-03-21,Technical,Account change was processed but took a few extra days.,3,28,0,0
C00633,2023-10-12,Outage,I am done. Switching to a competitor as soon as possible. Nightmare.,4,28,0,1
C00633,2024-09-22,Meter Reading,Nothing special to report. Service has been average.,3,8,0,1
C00633,2022-08-27,Account Management,Service interruption was brief. Would like better communication next time.,5,21,0,0
C00634,2023-02-08,Billing,I have called 7 times and nobody fixes the problem. I want to cancel my account.,3,13,0,0
C00634,2024-05-23,Meter Reading,Account change was processed but took a few extra days.,3,20,0,1
C00634,2023-10-27,Meter Reading,I am done. Switching to a competitor as soon as possible. Nightmare.,4,20,0,0
C00634,2024-08-09,Meter Reading,Service interruption was brief. Would like better communication next time.,5,24,0,1
C00634,2023-08-25,Account Management,Had to follow up twice to get my meter reading corrected.,5,22,1,1
C00634,2024-08-12,Billing,The technician never showed up. I took a day off work for nothing.,3,7,1,0
C00635,2022-02-12,Billing,No major problems but the website is a bit slow.,1,4,0,1
C00635,2022-01-26,Account Management,"Outstanding service quality, no issues whatsoever.",3,5,1,1
C00637,2022-12-13,Meter Reading,Service is generally okay. Had a minor billing discrepancy last month.,4,18,0,0
C00637,2023-04-24,Billing,Service is generally okay. Had a minor billing discrepancy last month.,3,16,0,0
C00637,2023-03-18,Service Quality,My outage has been going on for 5 days and no one cares. Disgusting.,4,25,0,1
C00637,2024-11-13,Account Management,I am done. Switching to a competitor as soon as possible. Nightmare.,4,14,0,1
C00637,2022-04-28,Outage,I am done. Switching to a competitor as soon as possible. Nightmare.,4,12,0,0
C00637,2024-06-19,Account Management,The technician never showed up. I took a day off work for nothing.,5,14,0,1
C00638,2024-01-11,Service Quality,The outage was resolved. It would have been nice to get a notification.,2,0,0,1
C00640,2022-01-05,Outage,Account change was processed but took a few extra days.,2,2,0,0
C00640,2023-12-27,Meter Reading,No major problems but the website is a bit slow.,3,1,0,1
C00641,2022-07-14,Outage,The outage was resolved. It would have been nice to get a notification.,2,6,0,1
C00642,2024-05-06,Account Management,"Quick and helpful customer service, thank you!",1,5,0,1
C00642,2023-11-05,Technical,"Very happy with the service, everything works great.",1,5,1,1
C00643,2023-09-20,Technical,I am done. Switching to a competitor as soon as possible. Nightmare.,4,10,1,1
C00643,2024-04-24,Account Management,I am absolutely furious — my bill doubled for no reason and no one can explain it.,3,14,0,0
C00643,2024-07-05,Billing,Billing errors again! Third month in a row. Completely incompetent.,5,16,1,1
C00643,2023-06-01,Outage,I have called 7 times and nobody fixes the problem. I want to cancel my account.,3,7,0,0
C00643,2024-06-27,Account Management,I am absolutely furious — my bill doubled for no reason and no one can explain it.,4,24,0,1
C00643,2022-05-12,Service Quality,My service was cut off without warning. I demand an explanation.,4,16,1,0
C00644,2022-11-24,Account Management,Billing errors again! Third month in a row. Completely incompetent.,3,7,0,1
C00644,2022-11-02,Service Quality,The support person was polite but couldn't fully resolve my issue.,1,5,0,1
C00645,2024-10-27,Service Quality,Nothing special to report. Service has been average.,2,0,0,1
C00645,2023-08-24,Billing,The new meter reading service is fantastic.,2,0,0,1
C00647,2024-08-25,Outage,The support person was polite but couldn't fully resolve my issue.,3,27,0,0
C00647,2022-04-17,Technical,I have called 7 times and nobody fixes the problem. I want to cancel my account.,4,23,1,0
C00647,2022-03-13,Meter Reading,My outage has been going on for 5 days and no one cares. Disgusting.,5,11,1,1
C00647,2023-01-04,Account Management,Unresponsive support and endless hold times. Absolutely awful.,4,7,1,1
C00647,2023-11-06,Account Management,Billing errors again! Third month in a row. Completely incompetent.,4,11,0,0
C00647,2022-03-24,Service Quality,Service interruption was brief. Would like better communication next time.,4,29,0,0
C00648,2023-08-18,Outage,"Excellent response time, I am very satisfied.",1,0,0,1
C00649,2022-06-14,Service Quality,The support team was extremely helpful and resolved my issue quickly.,3,1,0,1
C00649,2024-12-09,Meter Reading,Billing errors again! Third month in a row. Completely incompetent.,2,5,0,1
C00650,2024-03-23,Account Management,Had to follow up twice to get my meter reading corrected.,5,5,0,0
C00650,2024-08-12,Service Quality,My outage has been going on for 5 days and no one cares. Disgusting.,5,14,0,1
