cust_id,date_of_complaint,issue_type,feedback_text,priority_level,days_to_resolve,is_escalated,is_resolved
C00494,2022-06-26,Meter Reading,My power has been out for two days and nobody has given me an update.,4,22,0,1
C00494,2023-01-22,Service Quality,I have escalated this complaint twice and it is still not resolved.,4,2,0,1
C00494,2022-06-28,Outage,My meter reading submission didn't go through on the first try.,2,5,0,0
C00495,2023-02-25,Meter Reading,Calling to update my billing address.,1,9,0,1
C00495,2022-08-09,Service Quality,The rate increase was not communicated clearly and came as a surprise.,3,8,0,0
C00495,2024-11-02,Account Management,The rate increase was not communicated clearly and came as a surprise.,3,5,0,1
C00495,2023-06-11,Account Management,The rate increase was not communicated clearly and came as a surprise.,3,7,0,0
C00495,2023-06-09,Billing,I am going to leave a public review warning everyone about this company.,5,14,1,1
C00495,2023-08-16,Service Quality,My bill has errors and I have had to call twice about the same issue.,3,12,1,1
C00496,2024-10-14,Account Management,I was treated rudely on my last call and I want this addressed.,4,17,0,1
C00496,2023-12-09,Service Quality,"There was a small discrepancy on my statement, now resolved.",2,2,0,1
C00496,2024-10-05,Outage,Could you send me a copy of last month's bill?,1,6,0,1
C00497,2022-10-10,Billing,The email confirmation for my account change took two days to arrive.,2,4,0,0
C00497,2022-01-03,Billing,The email confirmation for my account change took two days to arrive.,2,5,0,1
C00497,2022-06-04,Billing,I have been trying to get this resolved for two weeks now.,3,16,0,1
C00497,2024-07-08,Outage,Can you confirm my direct debit amount?,1,5,1,1
C00497,2024-01-05,Technical,Nobody in your company seems to take responsibility for anything.,4,16,0,0
C00498,2022-10-28,Billing,Response time was a bit slower than last time I called.,2,5,1,1
C00498,2024-12-22,Billing,The online chat bot could not help me and I had to call anyway.,3,4,0,0
C00498,2022-09-17,Meter Reading,The rate increase was not communicated clearly and came as a surprise.,3,15,0,1
C00498,2024-02-08,Service Quality,I was on hold for about 20 minutes which felt long.,2,13,1,1
C00498,2024-09-27,Outage,This is the third billing error in a row. I am losing patience.,4,16,1,1
C00499,2023-02-27,Service Quality,I waited longer than usual for a callback but it came eventually.,2,13,0,1
C00499,2022-11-21,Service Quality,Just checking when my next meter read is scheduled.,1,4,0,0
C00500,2024-03-28,Technical,The email confirmation for my account change took two days to arrive.,2,1,0,1
C00501,2022-06-27,Account Management,I am not satisfied with how my previous complaint was handled.,3,2,0,0
C00501,2023-12-08,Technical,I waited longer than usual for a callback but it came eventually.,2,11,1,0
C00501,2024-12-16,Account Management,The online chat bot could not help me and I had to call anyway.,3,19,0,1
C00502,2024-03-11,Technical,I want to cancel my account. I have had enough of this terrible service.,5,14,1,1
C00502,2024-11-12,Account Management,The website was slow when I tried to log in yesterday.,2,12,0,1
C00502,2024-04-04,Technical,My bill was slightly higher than I expected this month.,2,5,0,1
C00502,2024-01-20,Outage,"Everything is fine, just updating my details.",1,5,0,1
C00503,2023-08-13,Service Quality,The online chat bot could not help me and I had to call anyway.,3,13,0,0
C00503,2022-07-18,Meter Reading,I am very unhappy with the service. My complaint from last month is still open.,4,4,1,0
C00503,2022-10-04,Billing,I am not satisfied with how my previous complaint was handled.,3,3,0,1
C00503,2024-02-05,Service Quality,Just checking when my next meter read is scheduled.,1,2,0,0
C00503,2022-05-01,Account Management,I am very unhappy with the service. My complaint from last month is still open.,4,20,0,0
C00504,2022-12-22,Meter Reading,Can you confirm my direct debit amount?,1,2,1,1
C00504,2022-08-21,Meter Reading,Calling to update my billing address.,1,9,0,1
C00504,2022-02-11,Service Quality,I am not satisfied with how my previous complaint was handled.,3,1,0,1
C00505,2023-06-26,Billing,The website was slow when I tried to log in yesterday.,2,9,0,1
C00505,2024-04-08,Outage,I feel like loyal customers are not being valued the way they should be.,3,14,0,1
C00505,2024-07-12,Meter Reading,The website was slow when I tried to log in yesterday.,2,11,0,1
C00507,2024-04-02,Technical,My bill has errors and I have had to call twice about the same issue.,3,9,0,0
C00507,2024-03-21,Service Quality,I want to switch to paperless billing.,1,3,0,1
C00507,2024-10-03,Service Quality,I would like to know my current contract end date.,1,5,0,1
C00508,2024-12-16,Billing,The customer service agent I spoke to was not very helpful.,3,6,0,0
C00508,2023-03-20,Service Quality,I need to change my contact phone number on the account.,1,4,0,1
C00508,2023-01-10,Billing,I waited longer than usual for a callback but it came eventually.,2,14,1,1
C00510,2024-10-21,Meter Reading,My account was charged incorrectly and I am still waiting for a credit.,3,1,0,0
C00510,2022-01-12,Service Quality,My account was charged incorrectly and I am still waiting for a credit.,3,1,0,1
C00510,2023-10-01,Account Management,Response time was a bit slower than last time I called.,2,10,0,0
C00511,2024-03-04,Outage,I am considering switching providers if this is not fixed immediately.,4,10,0,0
C00512,2022-06-08,Meter Reading,Just checking when my next meter read is scheduled.,1,6,1,1
C00512,2024-10-13,Technical,I have been waiting over a week for someone to call me back.,3,14,1,1
C00513,2024-01-19,Billing,I am considering switching providers if this is not fixed immediately.,4,11,0,1
C00513,2024-06-11,Technical,I had trouble navigating the new online portal at first.,2,5,0,0
C00515,2024-09-03,Billing,I am going to leave a public review warning everyone about this company.,5,22,1,0
C00516,2024-10-12,Meter Reading,My bill has errors and I have had to call twice about the same issue.,3,1,0,0
C00517,2023-08-25,Service Quality,I want to switch to paperless billing.,1,2,0,1
C00518,2022-03-01,Account Management,"Everything is fine, just updating my details.",1,5,0,0
C00518,2022-07-11,Meter Reading,"Everything is fine, just updating my details.",1,9,0,1
C00518,2023-07-22,Technical,I am contacting my lawyer. This is negligent and completely unacceptable.,5,2,1,0
C00519,2022-06-03,Meter Reading,Response time was a bit slower than last time I called.,2,7,0,1
C00520,2022-03-09,Account Management,I want to cancel my account. I have had enough of this terrible service.,5,9,0,1
C00520,2024-06-04,Outage,The technician did not show up at the agreed time without any notice.,3,6,0,0
C00520,2022-06-03,Billing,This is absolutely disgraceful. I am filing a formal complaint with the regulator.,5,16,1,0
C00521,2023-07-14,Meter Reading,I am switching providers immediately. I cannot tolerate this incompetence.,5,7,0,0
C00522,2024-05-06,Meter Reading,"Everything is fine, just updating my details.",1,1,0,1
C00522,2023-03-25,Account Management,Nobody in your company seems to take responsibility for anything.,4,22,1,1
C00523,2023-10-21,Meter Reading,Response time was a bit slower than last time I called.,2,1,1,1
C00523,2023-02-08,Meter Reading,My bill has errors and I have had to call twice about the same issue.,3,15,1,1
C00523,2023-05-03,Meter Reading,Calling to update my billing address.,1,8,0,1
C00524,2024-11-03,Account Management,I have been trying to get this resolved for two weeks now.,3,8,0,1
C00524,2024-12-13,Meter Reading,I was on hold for about 20 minutes which felt long.,2,11,0,1
C00524,2024-03-27,Service Quality,The email confirmation for my account change took two days to arrive.,2,12,0,0
C00524,2024-02-20,Technical,The rate increase was not communicated clearly and came as a surprise.,3,7,1,1
C00525,2024-11-13,Service Quality,I would like to know my current contract end date.,1,3,0,1
C00525,2023-02-16,Service Quality,The technician arrived a bit late but did a good job.,2,12,0,1
C00525,2023-07-04,Service Quality,I am not satisfied with how my previous complaint was handled.,3,6,0,0
C00525,2024-08-07,Outage,My power has been out for two days and nobody has given me an update.,4,11,1,0
C00526,2023-06-18,Account Management,Can you confirm my direct debit amount?,1,4,1,0
C00526,2024-02-08,Account Management,The website was slow when I tried to log in yesterday.,2,14,1,1
C00527,2023-01-16,Outage,I am switching providers immediately. I cannot tolerate this incompetence.,5,5,0,1
C00528,2022-06-02,Service Quality,The customer service agent I spoke to was not very helpful.,3,8,0,1
C00528,2024-03-02,Service Quality,The website was slow when I tried to log in yesterday.,2,7,0,1
C00528,2023-07-22,Meter Reading,I feel like loyal customers are not being valued the way they should be.,3,3,1,0
C00529,2022-03-19,Service Quality,This is the third billing error in a row. I am losing patience.,4,14,0,1
C00529,2023-11-16,Meter Reading,I want a formal complaint registered. This has gone on too long.,4,24,1,0
C00529,2023-03-20,Outage,The technician arrived a bit late but did a good job.,2,10,0,0
C00529,2022-06-13,Technical,"Three technicians, three no-shows. I have lost my patience entirely.",5,24,0,0
C00530,2022-12-22,Technical,I would like to know my current contract end date.,1,3,0,1
C00530,2024-02-18,Technical,Nobody in your company seems to take responsibility for anything.,4,22,0,0
C00530,2022-11-03,Account Management,The level of service I am receiving is completely unacceptable.,4,5,1,0
C00531,2023-10-20,Account Management,My meter reading submission didn't go through on the first try.,2,7,0,1
C00532,2023-07-23,Meter Reading,Could you send me a copy of last month's bill?,1,8,0,1
C00532,2022-07-17,Service Quality,The rate increase was not communicated clearly and came as a surprise.,3,12,1,1
C00532,2023-11-26,Service Quality,Can you confirm my direct debit amount?,1,5,0,1
C00534,2024-08-28,Billing,My bill has errors and I have had to call twice about the same issue.,3,12,0,0
C00534,2023-11-06,Outage,I need to change my contact phone number on the account.,1,2,0,1
C00534,2023-03-17,Technical,I was on hold for about 20 minutes which felt long.,2,4,1,1
C00535,2023-08-17,Outage,The online chat bot could not help me and I had to call anyway.,3,9,1,1
C00536,2023-05-01,Technical,The technician arrived a bit late but did a good job.,2,10,0,1
C00537,2023-01-10,Billing,The email confirmation for my account change took two days to arrive.,2,14,0,0
C00537,2024-03-18,Billing,The technician did not show up at the agreed time without any notice.,3,10,0,1
C00537,2023-08-09,Service Quality,Response time was a bit slower than last time I called.,2,7,0,0
C00537,2024-06-17,Account Management,The worst customer experience I have ever had in my life.,5,10,0,0
C00538,2024-03-17,Account Management,Quick question about the new tariff letter I received.,1,4,0,0
C00538,2022-08-07,Technical,This is the third billing error in a row. I am losing patience.,4,14,1,0
C00539,2023-05-23,Outage,I am very unhappy with the service. My complaint from last month is still open.,4,21,0,0
C00539,2023-06-26,Account Management,I am very unhappy with the service. My complaint from last month is still open.,4,1,0,1
C00540,2023-10-25,Billing,I took a day off work for the technician and nobody came.,4,19,1,0
C00540,2024-05-14,Meter Reading,The technician did not show up at the agreed time without any notice.,3,4,0,0
C00541,2024-03-13,Outage,I was on hold for about 20 minutes which felt long.,2,13,0,0
C00542,2023-03-03,Service Quality,The customer service agent I spoke to was not very helpful.,3,13,0,0
C00542,2022-06-21,Outage,The technician did not show up at the agreed time without any notice.,3,9,0,1
C00542,2023-01-16,Technical,Nobody in your company seems to take responsibility for anything.,4,16,0,1
C00542,2024-06-28,Billing,I had trouble navigating the new online portal at first.,2,2,0,1
C00543,2024-11-23,Service Quality,My account was charged incorrectly and I am still waiting for a credit.,3,8,0,0
C00545,2023-11-14,Meter Reading,My meter reading submission didn't go through on the first try.,2,10,0,1
C00546,2024-06-05,Billing,My meter reading submission didn't go through on the first try.,2,13,0,1
C00546,2023-11-02,Billing,Calling to update my billing address.,1,1,1,0
C00546,2023-01-03,Outage,My account was charged incorrectly and I am still waiting for a credit.,3,19,0,1
C00547,2023-10-28,Account Management,Response time was a bit slower than last time I called.,2,13,0,1
C00547,2024-05-13,Account Management,The email confirmation for my account change took two days to arrive.,2,5,0,1
C00547,2024-02-19,Service Quality,"Three technicians, three no-shows. I have lost my patience entirely.",5,21,1,1
C00547,2022-12-24,Account Management,I want a formal complaint registered. This has gone on too long.,4,22,0,0
C00548,2024-02-21,Account Management,The technician did not show up at the agreed time without any notice.,3,5,0,1
C00548,2023-03-16,Account Management,Could you send me a copy of last month's bill?,1,9,0,1
C00548,2023-09-28,Meter Reading,My meter reading submission didn't go through on the first try.,2,12,0,1
C00549,2024-01-23,Technical,I would like to check my current balance please.,1,5,1,1
C00549,2024-11-20,Meter Reading,My bill was slightly higher than I expected this month.,2,7,0,1
C00549,2024-07-24,Service Quality,I would like to know my current contract end date.,1,8,0,1
C00549,2024-01-02,Outage,I have been trying to get this resolved for two weeks now.,3,2,0,0
C00551,2023-03-19,Outage,My account was charged incorrectly and I am still waiting for a credit.,3,19,0,0
C00551,2023-09-14,Meter Reading,I waited longer than usual for a callback but it came eventually.,2,11,1,1
C00551,2022-02-25,Service Quality,The online chat bot could not help me and I had to call anyway.,3,6,0,1
C00552,2024-12-15,Technical,My bill has errors and I have had to call twice about the same issue.,3,19,0,1
C00552,2022-09-08,Outage,I had trouble navigating the new online portal at first.,2,13,0,0
C00552,2022-04-18,Billing,"There was a small discrepancy on my statement, now resolved.",2,5,0,1
C00552,2024-02-06,Meter Reading,My meter reading submission didn't go through on the first try.,2,2,1,0
C00553,2022-12-03,Meter Reading,"Everything is fine, just updating my details.",1,1,0,1
C00553,2022-07-20,Outage,I was on hold for about 20 minutes which felt long.,2,14,0,1
C00555,2022-02-17,Service Quality,I have escalated this complaint twice and it is still not resolved.,4,16,1,0
C00556,2024-05-07,Service Quality,Response time was a bit slower than last time I called.,2,1,0,0
C00556,2022-04-16,Technical,The technician did not show up at the agreed time without any notice.,3,7,0,1
C00556,2023-03-21,Account Management,I have been waiting over a week for someone to call me back.,3,17,0,1
C00556,2024-05-25,Outage,I am switching providers immediately. I cannot tolerate this incompetence.,5,20,0,0
C00556,2023-10-24,Service Quality,I feel like loyal customers are not being valued the way they should be.,3,10,0,0
C00556,2024-07-16,Meter Reading,My meter reading submission didn't go through on the first try.,2,13,0,0
C00557,2023-09-27,Billing,Can you confirm my direct debit amount?,1,9,1,1
C00558,2022-03-13,Service Quality,"There was a small discrepancy on my statement, now resolved.",2,1,1,1
C00559,2024-08-11,Billing,Could you send me a copy of last month's bill?,1,8,0,0
C00559,2024-03-17,Service Quality,Just checking when my next meter read is scheduled.,1,9,0,1
C00560,2023-12-22,Outage,The email confirmation for my account change took two days to arrive.,2,7,1,1
C00560,2024-11-07,Technical,The technician arrived a bit late but did a good job.,2,4,1,0
C00560,2024-03-02,Service Quality,I have escalated this complaint twice and it is still not resolved.,4,5,0,0
C00560,2024-11-03,Billing,My meter reading submission didn't go through on the first try.,2,10,1,0
C00561,2023-04-17,Account Management,The technician arrived a bit late but did a good job.,2,4,0,1
C00562,2022-07-02,Technical,Just checking when my next meter read is scheduled.,1,2,0,1
C00562,2023-12-25,Technical,My bill has errors and I have had to call twice about the same issue.,3,16,0,1
C00563,2024-08-23,Meter Reading,I feel like loyal customers are not being valued the way they should be.,3,1,0,0
C00563,2023-03-10,Billing,Could you send me a copy of last month's bill?,1,4,0,1
C00563,2024-07-15,Billing,My meter reading submission didn't go through on the first try.,2,5,0,1
C00564,2024-05-23,Meter Reading,Nobody in your company seems to take responsibility for anything.,4,11,1,1
C00564,2023-05-18,Billing,The technician arrived a bit late but did a good job.,2,9,0,0
C00564,2024-06-26,Billing,The email confirmation for my account change took two days to arrive.,2,13,0,1
C00566,2024-05-24,Technical,My account was charged incorrectly and I am still waiting for a credit.,3,2,1,1
C00567,2022-10-14,Meter Reading,Just checking when my next meter read is scheduled.,1,5,0,1
C00567,2023-09-01,Account Management,Response time was a bit slower than last time I called.,2,11,0,1
C00567,2022-01-20,Meter Reading,I want a formal complaint registered. This has gone on too long.,4,7,1,0
C00567,2024-01-22,Outage,I waited longer than usual for a callback but it came eventually.,2,14,0,1
C00567,2022-09-10,Billing,Your company has overcharged me for months and nobody will fix it.,5,29,0,0
C00568,2023-09-16,Outage,I would like to check my current balance please.,1,7,1,1
C00569,2024-10-17,Outage,The customer service agent I spoke to was not very helpful.,3,16,0,0
C00570,2023-05-06,Billing,Just checking when my next meter read is scheduled.,1,4,1,1
C00570,2024-01-05,Service Quality,Could you send me a copy of last month's bill?,1,1,0,1
C00570,2022-02-28,Service Quality,I would like to check my current balance please.,1,3,1,1
C00572,2024-04-06,Account Management,I would like to check my current balance please.,1,3,0,1
C00574,2022-02-15,Account Management,I am not satisfied with how my previous complaint was handled.,3,4,1,1
C00576,2022-03-12,Service Quality,This is the third billing error in a row. I am losing patience.,4,24,0,1
C00576,2024-09-19,Meter Reading,Could you send me a copy of last month's bill?,1,5,0,1
C00577,2023-12-22,Service Quality,I am considering switching providers if this is not fixed immediately.,4,23,1,1
C00578,2022-05-04,Account Management,I have been trying to get this resolved for two weeks now.,3,18,0,0
C00578,2024-06-26,Account Management,Nobody in your company seems to take responsibility for anything.,4,21,0,0
C00578,2024-03-23,Account Management,This is the third billing error in a row. I am losing patience.,4,1,0,0
C00579,2022-09-18,Billing,"There was a small discrepancy on my statement, now resolved.",2,8,0,1
C00579,2024-01-05,Billing,Response time was a bit slower than last time I called.,2,9,1,1
C00580,2023-01-02,Service Quality,Nobody in your company seems to take responsibility for anything.,4,1,1,0
C00580,2024-04-12,Meter Reading,I am not satisfied with how my previous complaint was handled.,3,10,0,0
C00580,2024-09-05,Account Management,Calling to update my billing address.,1,7,0,0
C00580,2024-01-11,Technical,My bill was slightly higher than I expected this month.,2,6,0,1
C00580,2023-01-05,Meter Reading,I took a day off work for the technician and nobody came.,4,2,1,1
C00581,2023-03-15,Technical,I need to change my contact phone number on the account.,1,3,0,1
C00581,2022-01-04,Service Quality,I want to switch to paperless billing.,1,2,0,1
C00581,2022-06-16,Technical,Quick question about the new tariff letter I received.,1,8,0,1
C00582,2023-12-19,Technical,I have been trying to get this resolved for two weeks now.,3,6,1,1
C00584,2023-12-13,Service Quality,I want a formal complaint registered. This has gone on too long.,4,16,0,1
C00584,2024-02-11,Technical,I took a day off work for the technician and nobody came.,4,6,0,1
C00584,2024-09-25,Meter Reading,I would like to check my current balance please.,1,8,0,1
C00585,2023-07-10,Billing,My power has been out for two days and nobody has given me an update.,4,9,1,0
C00585,2024-11-26,Billing,I need to change my contact phone number on the account.,1,1,0,1
C00585,2024-09-01,Meter Reading,I have been trying to get this resolved for two weeks now.,3,18,0,1
C00586,2022-07-23,Technical,I am going to leave a public review warning everyone about this company.,5,15,1,1
C00587,2022-10-22,Billing,The technician did not show up at the agreed time without any notice.,3,6,0,1
C00587,2023-06-05,Account Management,Response time was a bit slower than last time I called.,2,1,0,1
C00588,2023-07-17,Meter Reading,The rate increase was not communicated clearly and came as a surprise.,3,4,0,1
C00589,2023-05-19,Account Management,I need to change my contact phone number on the account.,1,7,0,0
C00590,2023-12-13,Technical,I would like to know my current contract end date.,1,1,1,1
C00590,2024-08-20,Outage,My account was charged incorrectly and I am still waiting for a credit.,3,5,1,0
C00590,2023-04-26,Account Management,I feel like loyal customers are not being valued the way they should be.,3,14,0,1
C00591,2024-12-01,Service Quality,I took a day off work for the technician and nobody came.,4,3,1,0
C00591,2024-11-15,Service Quality,I want to switch to paperless billing.,1,3,0,1
C00592,2024-03-28,Outage,Quick question about the new tariff letter I received.,1,9,0,1
C00593,2024-08-14,Meter Reading,The customer service agent I spoke to was not very helpful.,3,17,0,0
C00594,2024-11-02,Meter Reading,My account was charged incorrectly and I am still waiting for a credit.,3,17,0,0
C00594,2022-03-06,Service Quality,I have been trying to get this resolved for two weeks now.,3,11,1,0
C00594,2023-03-28,Technical,The website was slow when I tried to log in yesterday.,2,6,1,0
C00595,2022-08-20,Service Quality,The website was slow when I tried to log in yesterday.,2,1,0,1
C00595,2024-12-02,Outage,The customer service agent I spoke to was not very helpful.,3,6,0,1
C00595,2022-08-10,Technical,Can you confirm my direct debit amount?,1,3,0,1
C00596,2024-09-13,Billing,Response time was a bit slower than last time I called.,2,13,0,0
C00596,2024-02-25,Outage,I took a day off work for the technician and nobody came.,4,11,0,0
C00596,2024-06-05,Account Management,My account was charged incorrectly and I am still waiting for a credit.,3,7,0,0
C00596,2024-01-28,Service Quality,My bill has errors and I have had to call twice about the same issue.,3,6,0,1
C00597,2024-01-15,Account Management,Response time was a bit slower than last time I called.,2,10,1,1
C00597,2024-09-12,Outage,The technician did not show up at the agreed time without any notice.,3,19,0,1
C00597,2023-10-12,Meter Reading,I have been trying to get this resolved for two weeks now.,3,7,0,0
C00597,2023-11-21,Account Management,The customer service agent I spoke to was not very helpful.,3,19,0,0
C00597,2024-09-06,Billing,The technician arrived a bit late but did a good job.,2,12,0,1
C00598,2022-07-27,Service Quality,Your company has overcharged me for months and nobody will fix it.,5,7,0,0
C00598,2024-05-05,Technical,I feel like loyal customers are not being valued the way they should be.,3,1,1,1
C00598,2022-10-11,Billing,The customer service agent I spoke to was not very helpful.,3,8,0,0
C00598,2022-02-26,Service Quality,Nobody in your company seems to take responsibility for anything.,4,11,0,0
C00599,2022-04-22,Account Management,Your company has overcharged me for months and nobody will fix it.,5,4,1,0
C00599,2023-01-26,Outage,"There was a small discrepancy on my statement, now resolved.",2,8,0,1
C00599,2023-08-20,Outage,The customer service agent I spoke to was not very helpful.,3,19,0,1
C00601,2022-05-12,Outage,"Three technicians, three no-shows. I have lost my patience entirely.",5,6,0,0
C00601,2024-09-14,Billing,I had trouble navigating the new online portal at first.,2,10,0,1
C00601,2023-02-19,Outage,The rate increase was not communicated clearly and came as a surprise.,3,4,0,0
C00602,2024-08-11,Service Quality,I am not satisfied with how my previous complaint was handled.,3,6,1,1
C00603,2023-11-11,Service Quality,Calling to update my billing address.,1,2,0,1
C00603,2024-12-01,Outage,Quick question about the new tariff letter I received.,1,1,1,1
C00603,2023-02-08,Meter Reading,I want to switch to paperless billing.,1,7,0,1
C00603,2024-08-27,Meter Reading,The technician did not show up at the agreed time without any notice.,3,9,0,0
C00604,2022-11-25,Account Management,I want to switch to paperless billing.,1,5,0,1
C00604,2022-05-08,Meter Reading,This is absolutely disgraceful. I am filing a formal complaint with the regulator.,5,8,1,0
C00604,2022-05-01,Service Quality,My meter reading submission didn't go through on the first try.,2,7,0,1
C00607,2023-03-21,Meter Reading,I waited longer than usual for a callback but it came eventually.,2,5,0,1
C00607,2023-10-21,Billing,I was on hold for about 20 minutes which felt long.,2,7,0,1
C00607,2024-06-10,Outage,Calling to update my billing address.,1,5,0,1
C00608,2022-09-27,Account Management,The website was slow when I tried to log in yesterday.,2,9,0,0
C00609,2024-02-08,Service Quality,My account was charged incorrectly and I am still waiting for a credit.,3,9,0,0
C00609,2024-05-24,Billing,I was on hold for about 20 minutes which felt long.,2,12,0,0
C00609,2022-06-23,Meter Reading,My bill was slightly higher than I expected this month.,2,1,0,0
C00609,2023-01-15,Service Quality,I am not satisfied with how my previous complaint was handled.,3,19,0,1
C00610,2024-12-23,Technical,"Everything is fine, just updating my details.",1,1,0,1
C00611,2022-12-07,Meter Reading,I took a day off work for the technician and nobody came.,4,1,1,0
C00612,2022-04-13,Account Management,I need to change my contact phone number on the account.,1,7,0,1
C00612,2024-09-15,Service Quality,I want to switch to paperless billing.,1,3,0,1
C00612,2024-08-20,Service Quality,The technician did not show up at the agreed time without any notice.,3,2,0,1
C00613,2024-07-15,Outage,My account was charged incorrectly and I am still waiting for a credit.,3,1,1,1
C00613,2022-03-01,Meter Reading,I am not satisfied with how my previous complaint was handled.,3,4,0,1
C00614,2024-08-11,Billing,I am switching providers immediately. I cannot tolerate this incompetence.,5,23,1,0
C00614,2023-05-23,Billing,I am very unhappy with the service. My complaint from last month is still open.,4,22,0,1
C00614,2024-04-16,Billing,I feel like loyal customers are not being valued the way they should be.,3,4,0,1
C00614,2024-08-05,Outage,I was on hold for about 20 minutes which felt long.,2,10,0,1
C00615,2022-06-04,Billing,Quick question about the new tariff letter I received.,1,9,0,1
C00616,2022-10-27,Service Quality,I have been without power for five days and your team does not care at all.,5,3,0,0
C00616,2024-12-24,Billing,The rate increase was not communicated clearly and came as a surprise.,3,3,1,1
C00617,2023-08-10,Account Management,I am not satisfied with how my previous complaint was handled.,3,12,1,0
C00617,2023-11-13,Billing,I am not satisfied with how my previous complaint was handled.,3,16,1,0
C00617,2024-03-26,Account Management,The rate increase was not communicated clearly and came as a surprise.,3,15,1,0
C00617,2024-03-15,Outage,This is the third billing error in a row. I am losing patience.,4,7,0,0
C00618,2023-10-03,Technical,I need to change my contact phone number on the account.,1,7,0,1
C00618,2022-03-24,Billing,I have escalated this complaint twice and it is still not resolved.,4,8,0,1
C00618,2024-12-05,Billing,This is the third billing error in a row. I am losing patience.,4,3,0,0
C00618,2024-02-15,Account Management,"Everything is fine, just updating my details.",1,8,0,1
C00618,2023-04-16,Billing,Response time was a bit slower than last time I called.,2,1,1,1
C00619,2024-07-28,Account Management,My bill was slightly higher than I expected this month.,2,6,0,0
C00619,2023-02-25,Meter Reading,"Everything is fine, just updating my details.",1,1,0,1
C00620,2022-06-13,Billing,I waited longer than usual for a callback but it came eventually.,2,6,0,0
C00620,2024-05-05,Outage,I would like to know my current contract end date.,1,5,0,1
C00620,2022-05-09,Meter Reading,I want to switch to paperless billing.,1,6,1,1
C00621,2024-08-11,Service Quality,I had trouble navigating the new online portal at first.,2,8,0,1
C00621,2024-08-03,Meter Reading,The customer service agent I spoke to was not very helpful.,3,9,0,1
C00621,2024-09-28,Service Quality,I have been waiting over a week for someone to call me back.,3,19,0,0
C00621,2024-07-05,Outage,The rate increase was not communicated clearly and came as a surprise.,3,5,1,1
C00622,2024-03-13,Billing,The technician arrived a bit late but did a good job.,2,9,0,1
C00622,2024-02-21,Account Management,The rate increase was not communicated clearly and came as a surprise.,3,19,0,0
C00623,2022-11-18,Outage,The online chat bot could not help me and I had to call anyway.,3,1,0,0
C00624,2022-09-04,Service Quality,Response time was a bit slower than last time I called.,2,12,0,1
C00624,2024-02-19,Billing,The customer service agent I spoke to was not very helpful.,3,11,0,0
C00625,2023-07-21,Outage,The technician arrived a bit late but did a good job.,2,6,0,1
C00625,2024-11-19,Service Quality,"Everything is fine, just updating my details.",1,2,0,1
C00625,2023-05-27,Service Quality,I have been trying to get this resolved for two weeks now.,3,9,1,0
C00626,2023-06-18,Meter Reading,The worst customer experience I have ever had in my life.,5,17,0,0
C00626,2022-11-14,Outage,I want to switch to paperless billing.,1,5,0,1
C00627,2023-08-19,Outage,I am very unhappy with the service. My complaint from last month is still open.,4,5,1,0
C00627,2024-06-18,Service Quality,Response time was a bit slower than last time I called.,2,14,1,1
C00627,2024-08-04,Account Management,"Everything is fine, just updating my details.",1,7,0,1
C00627,2024-07-23,Outage,This is the third billing error in a row. I am losing patience.,4,14,1,1
C00628,2023-06-09,Meter Reading,I want to switch to paperless billing.,1,7,0,1
C00628,2023-03-23,Outage,I have been waiting over a week for someone to call me back.,3,7,0,1
C00629,2023-07-24,Outage,I am not satisfied with how my previous complaint was handled.,3,2,1,0
C00629,2023-01-03,Outage,Can you confirm my direct debit amount?,1,4,0,1
C00630,2023-01-07,Billing,The online chat bot could not help me and I had to call anyway.,3,15,0,0
C00631,2023-10-26,Service Quality,I have escalated this complaint twice and it is still not resolved.,4,6,1,0
C00633,2024-03-12,Account Management,Could you send me a copy of last month's bill?,1,9,0,1
C00633,2023-02-16,Billing,This is absolutely disgraceful. I am filing a formal complaint with the regulator.,5,26,0,1
C00633,2022-03-01,Technical,Nobody in your company seems to take responsibility for anything.,4,3,1,1
C00633,2023-02-22,Outage,I am not satisfied with how my previous complaint was handled.,3,14,0,0
C00634,2024-11-27,Technical,The online chat bot could not help me and I had to call anyway.,3,10,0,1
C00634,2024-08-12,Technical,My bill has errors and I have had to call twice about the same issue.,3,6,0,0
C00634,2024-10-17,Meter Reading,I need to change my contact phone number on the account.,1,7,1,0
C00635,2024-10-03,Meter Reading,Quick question about the new tariff letter I received.,1,7,0,1
C00637,2023-01-14,Technical,My meter reading submission didn't go through on the first try.,2,1,0,1
C00637,2024-11-19,Outage,I have been waiting over a week for someone to call me back.,3,16,0,1
C00638,2024-04-17,Outage,I had trouble navigating the new online portal at first.,2,2,1,1
C00640,2022-09-26,Account Management,I had trouble navigating the new online portal at first.,2,13,1,1
C00640,2024-05-22,Technical,Can you confirm my direct debit amount?,1,3,1,1
C00640,2022-01-21,Service Quality,I have been waiting over a week for someone to call me back.,3,15,0,0
C00640,2022-06-15,Meter Reading,My meter reading submission didn't go through on the first try.,2,4,0,1
C00641,2023-12-09,Billing,The customer service agent I spoke to was not very helpful.,3,2,0,0
C00642,2024-02-08,Account Management,Just checking when my next meter read is scheduled.,1,8,0,1
C00643,2022-06-18,Meter Reading,The technician arrived a bit late but did a good job.,2,2,0,1
C00644,2022-01-01,Meter Reading,The email confirmation for my account change took two days to arrive.,2,3,0,1
C00644,2022-02-27,Service Quality,The email confirmation for my account change took two days to arrive.,2,7,0,0
